Drug,Symptom,Count
nitrate,hypotension,1
nitrate,unconsciousness,1
nitrate,syncope,1
adriamycin,fsgs,1
methimazole,aa,1
haloperidol,nms,1
granulocyte,aplastic,1
methimazole,aplastic,1
methimazole,anemia,1
recombinant,aplastic,1
recombinant,anemia,1
human,aplastic,1
human,anemia,1
granulocyte,anemia,1
factor,anemia,1
colony,aplastic,1
colony,anemia,1
-,aplastic,1
stimulating,aplastic,1
stimulating,anemia,1
factor,aplastic,1
pentasa,malaise,1
pentasa,nausea,1
alpha,nausea,1
pentasa,fever,1
suxamethonium,apnoea,1
sulprostone,coronary,1
sulprostone,spasm,1
viokase,vomiting,1
valproate,symptom,1
valproate,methemoglobinemia,1
mitomycin,anemia,1
mitomycin,thrombocytopenia,1
mitomycin,failure,1
c,anemia,1
c,thrombocytopenia,1
c,failure,1
mmc,anemia,1
mmc,thrombocytopenia,1
mmc,renal,1
penicillin,septicaemia,1
penicillin,pneumococcal,1
penicillin,eruption,1
risperidone,movements,1
risperidone,affect,1
risperidone,agitation,1
risperidone,crying,1
risperidone,insomnia,1
risperidone,anxiety,1
risperidone,dyskinetic,1
venlafaxine,increased,1
penicillin,blistering,1
venlafaxine,ocular,1
venlafaxine,pressure,1
venlafaxine,narrow,1
venlafaxine,angle,1
venlafaxine,glaucoma,1
procainamide,erythematosus,1
mmc,failure,1
fludarabine,myelosuppression,1
fludarabine,infections,1
drug,and,1
ptu,cutaneous,1
ptu,glomerulonephritis,1
drug,resistant,1
drug,schizophrenia,1
clozapine,drug,1
drug,hematologic,1
drug,oncologic,1
chlorambucil,vera,1
diphenhydramine,symptom,1
diphenhydramine,chronic,1
diphenhydramine,hematologic,1
diphenhydramine,and,1
diphenhydramine,oncologic,1
diphenhydramine,diseases,1
propylthiouracil,glomerulonephritis,1
chlorambucil,polycythaemia,1
phosphate,myelosuppression,1
phenelzine,syndrome,1
phosphate,infections,1
fludarabine,respiratory,1
fludarabine,syncytial,1
fludarabine,virus,1
fludarabine,infection,1
phenelzine,serotonin,1
chemotherapy,leukaemoid,1
chlorambucil,abnormalities,1
chemotherapy,monocytosis,1
g,leukaemoid,1
g,aml,1
-,leukaemoid,1
csf,leukaemoid,1
csf,aml,1
alpha,dizziness,1
alpha,vomiting,1
ferrous,hypothyroidism,1
furosemide,failure,1
hydrochloride,fibrillation,1
praziquantel,muscular,1
praziquantel,cysticercosis,1
praziquantel,myositis,1
praziquantel,fever,1
praziquantel,diffuse,1
praziquantel,myalgia,1
praziquantel,weakness,1
praziquantel,of,1
praziquantel,the,1
praziquantel,lower,1
praziquantel,limbs,1
praziquantel,dying,1
praziquantel,cysticerci,1
alteplase,cutaneous,1
hydrochloride,atrial,1
hydrochloride,prolongation,1
hydrochloride,qt,1
vinorelbine,hypokalemia,1
vitamin,intoxication,1
d,intoxication,1
mtx,necrosis,1
methotrexate,necrosis,1
mtx,injury,1
mtx,gestational,1
vinca,siadh,1
hydrochloride,symptom,1
alkaloids,siadh,1
vinorelbine,breast,1
vinorelbine,cancer,1
pirmenol,symptom,1
pirmenol,atrial,1
pirmenol,fibrillation,1
alteplase,ecchymosis,1
levomepromazine,depression,1
levomepromazine,hypomanic,1
psoralens,injury,1
oil,neurodevelopmental,1
oil,delay,1
oil,chronic,1
oil,exogenous,1
drug,burn,1
psoralens,burn,1
8,burn,1
mineral,chronic,1
-,burn,1
methoxypsoralen,burn,1
psoralen,sunburn,1
metoclopramide,vascular,1
metoclopramide,-,1
metoclopramide,type,1
mineral,exogenous,1
mineral,delay,1
levomepromazine,manic,1
lithium,pancytopenia,1
levomepromazine,episode,1
diazepam,pancytopenia,1
diazepam,depression,1
diazepam,hypomanic,1
diazepam,manic,1
diazepam,episode,1
lithium,depression,1
mineral,neurodevelopmental,1
lithium,hypomanic,1
carbonate,pancytopenia,1
carbonate,depression,1
carbonate,hypomanic,1
carbonate,manic,1
carbonate,episode,1
pamidronate,intoxication,1
furosemide,heart,1
-,dizziness,1
furosemide,congestive,1
anti,hearing,1
anti,loss,1
-,tinnitus,1
-,transient,1
-,hearing,1
inflammatory,tinnitus,1
inflammatory,transient,1
inflammatory,hearing,1
inflammatory,loss,1
nsaid,tinnitus,1
nsaid,transient,1
prostaglandin,hyperalgesia,1
prostaglandin,inflammation,1
prostaglandin,pain,1
phosphate,secondary,1
anti,transient,1
anti,tinnitus,1
nonsteroidal,loss,1
inhibitor,nausea,1
-,nausea,1
-,vomiting,1
glucosidase,dizziness,1
glucosidase,nausea,1
glucosidase,vomiting,1
inhibitor,dizziness,1
inhibitor,vomiting,1
nonsteroidal,hearing,1
voglibose,nausea,1
voglibose,vomiting,1
naproxen,tinnitus,1
naproxen,transient,1
nonsteroidal,tinnitus,1
nonsteroidal,transient,1
phosphate,hyperparathyroidism,1
phosphate,intoxication,1
calcitriol,secondary,1
nefazodone,headache,1
corticosteroid,hyperglycemia,1
corticosteroid,glycosuria,1
betamethasone,postprandial,1
betamethasone,hyperglycemia,1
valerate,postprandial,1
valerate,hyperglycemia,1
nefazodone,confusion,1
inflammatory,hypersensitivity,1
mirtazapine,major,1
mirtazapine,depression,1
mirtazapine,hypothermia,1
hydration,congestive,1
hydration,heart,1
hydration,failure,1
oxpentifylline,hypersensitivity,1
anti,hypersensitivity,1
calcitriol,hyperparathyroidism,1
salts,alveolar,1
calcitriol,intoxication,1
phosphate,hypertensive,1
gold,alveolar,1
gold,pneumopathy,1
-,alveolar,1
-,pneumopathy,1
salts,-,1
salts,failure,1
salts,pneumopathy,1
gold,toxicity,1
gold,respiratory,1
gold,failure,1
salts,toxicity,1
salts,respiratory,1
lamotrigine,sjs,1
lamotrigine,necrolysis,1
lamotrigine,epidermal,1
cytosine,complications,1
ara,myalgias,1
-,al,1
-,infectious,1
-,gastrointestinal,1
-,tract,1
-,myalgias,1
c,al,1
c,fever,1
c,infectious,1
c,complications,1
c,gastrointestinal,1
c,tract,1
c,myalgias,1
growth,hypercalcemia,1
growth,aids,1
ara,tract,1
ara,gastrointestinal,1
ara,complications,1
arabinoside,infectious,1
cytosine,tract,1
cytosine,symptoms,1
cytosine,myalgias,1
arabinoside,symptom,1
arabinoside,al,1
arabinoside,fever,1
arabinoside,complications,1
ara,infectious,1
arabinoside,gastrointestinal,1
arabinoside,tract,1
arabinoside,symptoms,1
arabinoside,myalgias,1
ara,al,1
ara,fever,1
hormone,hypercalcemia,1
hormone,aids,1
disodium,hypercalcemia,1
low,antiphospholipid,1
magnesium,calculus,1
tocolysis,urinary,1
tocolysis,calculus,1
danazol,gingival,1
danazol,bleeding,1
danazol,purpura,1
low,antibody,1
az,disorder,1
low,syndrome,1
-,antiphospholipid,1
-,antibody,1
molecular,antiphospholipid,1
molecular,antibody,1
molecular,syndrome,1
magnesium,urinary,1
az,marrow,1
cisplatin,renal,1
carbamazepine,psychiatric,1
cisplatin,tubular,1
cisplatin,salt,1
cisplatin,wasting,1
cisplatin,malignant,1
cisplatin,teratoma,1
drug,ten,1
clarithromycin,psychiatric,1
az,bone,1
carbamazepine,toxic,1
acetazolamide,hemorrhagic,1
acetazolamide,gastritis,1
acetazolamide,intoxication,1
acetazolamide,chronic,1
az,thrombocytopenia,1
cytosine,gastrointestinal,1
cytosine,infectious,1
lamotrigine,toxic,1
cytosine,fever,1
progestogens,endometrial,1
progestogens,lesions,1
tamoxifen,lesions,1
cyclophosphamide,toxicity,1
cyclophosphamide,cancer,1
procainamide,syphilis,1
hydrochloride,syndrome,1
hydrochloride,syphilis,1
magnesium,hypermagnesemia,1
sulfate,hypermagnesemia,1
calcium,magnesium,1
calcium,toxicosis,1
magnesium,overdose,1
magnesium,renal,1
magnesium,insufficiency,1
progestogens,breast,1
agents,enlargement,1
agents,uterine,1
ferrous,hypothyroid,1
sulfate,primary,1
sulfate,hypothyroidism,1
levothyroxine,primary,1
levothyroxine,hypothyroidism,1
sodium,primary,1
sodium,hypothyroidism,1
sulfate,hypothyroid,1
agents,carcinoma,1
tamoxifen,enlargement,1
progestational,breast,1
progestational,carcinoma,1
progestational,uterine,1
progestational,enlargement,1
agents,breast,1
magnesium,magnesium,1
magnesium,toxicosis,1
sulfate,overdose,1
zonisamide,symptoms,1
zonisamide,mentally,1
zonisamide,retarded,1
zonisamide,frontal,1
zonisamide,lobe,1
zonisamide,symptom,1
zonisamide,neurological,1
zonisamide,-,1
thionamide,purpuric,1
zonisamide,like,1
drug,oligohidrosis,1
suramin,prostate,1
suramin,cancer,1
cytosine,symptom,1
cytosine,al,1
thionamide,eruptions,1
thionamide,papular,1
sulfate,insufficiency,1
antibiotics,rhabdomyolysis,1
sulfate,magnesium,1
sulfate,toxicosis,1
drug,renal,1
hydroxymethylglutaryl,renal,1
hydroxymethylglutaryl,failure,1
erythromycin,rhabdomyolysis,1
prednisone,pcp,1
thionamide,and,1
tamoxifen,myeloid,1
tamoxifen,aml,1
propylthiouracil,reactions,1
methimazole,cutaneous,1
methimazole,reactions,1
thionamide,maculopapular,1
weight,antiphospholipid,1
weight,antibody,1
weight,syndrome,1
heparin,antiphospholipid,1
interferon,thrombocythemia,1
alfa,essential,1
alfa,thrombocythemia,1
pentostatin,essential,1
pentostatin,thrombocythemia,1
pentostatin,hairy,1
pentostatin,cell,1
pentostatin,leukemia,1
chemotherapy,hairy,1
chemotherapy,cell,1
beta,hypertrophic,1
beta,obstructive,1
beta,cardiomyopathy,1
-,hypertrophic,1
-,obstructive,1
interferon,essential,1
bleomycin,-,1
bleomycin,sarcoma,1
vinca,raynaud,1
prothipendylhydrochloride,priapism,1
chemotherapeutics,hepatotoxicity,1
epirubicin,hepatotoxicity,1
chemotherapy,hepatotoxicity,1
bleomycin,necrosis,1
vinca,necrosis,1
vinca,phenomenon,1
bleomycin,kaposi,1
alkaloids,necrosis,1
alkaloids,raynaud,1
alkaloids,phenomenon,1
chemotherapy,necrosis,1
chemotherapy,raynaud,1
chemotherapy,phenomenon,1
blockade,symptom,1
blockade,hypertrophic,1
blockade,obstructive,1
phosphate,induced,1
clindamycin,difficile,1
clindamycin,-,1
clindamycin,induced,1
phosphate,clostridium,1
phosphate,difficile,1
phosphate,-,1
lamotrigine,seizures,1
clindamycin,diarrhea,1
lamotrigine,glioblastoma,1
lamotrigine,multiforme,1
lamotrigine,brain,1
lamotrigine,tumor,1
valproic,ten,1
acid,ten,1
clindamycin,clostridium,1
clindamycin,cramping,1
blockade,cardiomyopathy,1
dexamethasone,left,1
dexamethasone,symptom,1
dexamethasone,hypertrophic,1
dexamethasone,obstructive,1
dexamethasone,cardiomyopathy,1
dexamethasone,septal,1
dexamethasone,hypertrophy,1
dexamethasone,ventricular,1
clindamycin,abdominal,1
dexamethasone,outflow,1
dexamethasone,tract,1
dexamethasone,obstruction,1
dexamethasone,bronchopulmonary,1
dexamethasone,dysplasia,1
clindamycin,stools,1
cyclosporine,reaction,1
cyclosporine,anaphylactic,1
heroin,ballism,1
ritonavir,human,1
enalapril,syndrome,1
ritonavir,cutaneous,1
ritonavir,reactions,1
ritonavir,fever,1
ritonavir,infected,1
ritonavir,with,1
ritonavir,immunodeficiency,1
creatinine,nephrotic,1
ritonavir,virus,1
methicillin,nephropathy,1
methicillin,septicemia,1
methicillin,hypersensitivity,1
-,vitiligo,1
2a,vitiligo,1
creatinine,acute,1
mesalamine,colitis,1
filgastrim,febrile,1
barbiturates,toxicity,1
heparin,antibody,1
reserpine,toxicity,1
reserpine,central,1
reserpine,nervous,1
reserpine,system,1
reserpine,disturbances,1
barbiturates,central,1
mesalamine,ulcerative,1
barbiturates,nervous,1
barbiturates,system,1
barbiturates,disturbances,1
bisulfite,eruption,1
tathion,contact,1
tathion,dermatitis,1
ticlopidine,febrile,1
filgastrim,agranulocytosis,1
penicillamine,rigid,1
d,generalized,1
d,brainstem,1
d,and,1
d,thalamic,1
d,lesions,1
-,brainstem,1
-,thalamic,1
d,akinetic,1
morphine,bradypneic,1
d,rigid,1
-,generalized,1
-,akinetic,1
-,rigid,1
penicillamine,generalized,1
penicillamine,akinetic,1
morphine,hypotensive,1
methyldopa,hypertension,1
filgastim,agranulocytosis,1
antiplatelet,anemia,1
ticlopidine,bone,1
ticlopidine,suppression,1
antiplatelet,bone,1
antiplatelet,marrow,1
antiplatelet,suppression,1
antiplatelet,aplastic,1
agent,bone,1
methyldopa,hepatitis,1
agent,marrow,1
agent,suppression,1
agent,aplastic,1
agent,anemia,1
drug,neurotoxicity,1
methyldopa,symptom,1
clonidine,hypotension,1
clonidine,cord,1
methysergide,migraine,1
corticosteroid,toxicity,1
paracetamol,necrosis,1
zomepirac,shock,1
zomepirac,disseminated,1
zomepirac,intravascular,1
zomepirac,coagulation,1
zomepirac,anuric,1
zomepirac,failure,1
zomepirac,toothache,1
sodium,anaphylactoid,1
sodium,shock,1
sodium,disseminated,1
sodium,intravascular,1
sodium,coagulation,1
sodium,anuric,1
sodium,toothache,1
paracetamol,hepatic,1
hydrochloride,discoid,1
quinacrine,lupus,1
anti,erythroid,1
amiodarone,alveolitis,1
corticosteroid,fibrosing,1
corticosteroid,alveolitis,1
beta,hypotension,1
adrenergic,hypotension,1
blockade,hypotension,1
anti,aplasia,1
quinacrine,discoid,1
-,erythroid,1
inflammatory,erythroid,1
inflammatory,aplasia,1
agent,erythroid,1
agent,aplasia,1
fenoprofen,erythroid,1
zomepirac,focal,1
zomepirac,cortical,1
zomepirac,necrosis,1
cimetidine,ulcer,1
neuroleptic,mal,1
neuroleptic,seizure,1
neuroleptic,photosensitivity,1
disulfiram,catatonic,1
cimetidine,symptom,1
cimetidine,peptic,1
cimetidine,disease,1
neuroleptic,delirium,1
cimetidine,symptoms,1
desipramine,depressed,1
rifampin,tubular,1
rifampin,and,1
rifampin,interstitial,1
antituberculous,renal,1
neuroleptic,grand,1
propranolol,photosensitivity,1
zomepirac,reaction,1
chlorpropamide,intrahepatic,1
cinepazide,parkinsonism,1
phenytoin,alcoholic,1
phenytoin,degeneration,1
phenytoin,alternating,1
phenytoin,nystagmus,1
gold,nephrotic,1
chlorpropamide,cholestasis,1
propranolol,seizure,1
sulphonylurea,intrahepatic,1
sulphonylurea,cholestasis,1
ergonovine,spasm,1
propranolol,delirium,1
propranolol,grand,1
propranolol,mal,1
amiodarone,fibrosing,1
amiodarone,infiltrates,1
isoniazid,acute,1
amiodarone,dyspnea,1
antidepressant,oral,1
antidepressant,-,1
antidepressant,facial,1
antidepressant,dyskinesia,1
etretinate,toxic,1
etretinate,hepatitis,1
thiazide,hyponatremia,1
scopolamine,unilateral,1
scopolamine,acute,1
scopolamine,angle,1
scopolamine,-,1
scopolamine,closure,1
scopolamine,glaucoma,1
cephalosporins,vitamin,1
cephalosporins,k,1
amoxapine,facial,1
amoxapine,-,1
amoxapine,oral,1
amphotericin,function,1
vasopressin,muscle,1
vasopressin,ischemia,1
vasopressin,damage,1
vasopressin,gastrointestinal,1
vasopressin,hemorrhage,1
amphotericin,impaired,1
b,impaired,1
neuroleptic,withdrawal,1
b,function,1
fluoresone,epileptic,1
phenobarbital,epileptics,1
phenytoin,epileptics,1
fluoresone,epileptics,1
amoxapine,symptom,1
cephalosporins,deficiency,1
cephalosporin,acute,1
cephalosporin,and,1
nitrosourea,pulmonary,1
2,pulmonary,1
2,fibrosis,1
chloroethyl,pulmonary,1
chloroethyl,fibrosis,1
),pulmonary,1
),fibrosis,1
nitrosourea,fibrosis,1
(,pulmonary,1
penicillamine,thrombotic,1
penicillamine,thrombocytopenic,1
penicillamine,purpura,1
penicillamine,ttp,1
penicillamine,ra,1
amiodarone,cough,1
(,fibrosis,1
3,fibrosis,1
cephalosporin,chronic,1
moxalactam,failure,1
cephalosporin,renal,1
cephalosporin,failure,1
moxalactam,acute,1
moxalactam,and,1
moxalactam,chronic,1
moxalactam,renal,1
antibiotics,and,1
3,pulmonary,1
antibiotics,chronic,1
antibiotics,renal,1
moxalactam,platelet,1
moxalactam,dysfunction,1
",",pulmonary,1
",",fibrosis,1
antituberculous,lesions,1
isoniazid,renal,1
dcf,conjunctivitis,1
quinidine,arrhythmia,1
monohydrochloride,hyperkalemia,1
gold,lichen,1
gold,planus,1
gold,acne,1
drug,skin,1
lithium,secondary,1
disopyramide,chb,1
phosphate,heart,1
phosphate,chb,1
norpace,heart,1
norpace,chb,1
bretylium,cardiac,1
bretylium,arrests,1
lithium,acute,1
lithium,tubulo,1
lithium,delirium,1
lithium,delirious,1
maleate,neuropathy,1
verapamil,angina,1
dopamine,acute,1
dopamine,ischemic,1
dopamine,event,1
hydroxychloroquine,nephrosis,1
cimetidine,hepatic,1
cimetidine,dysfunction,1
verapamil,pectoris,1
maleate,peripheral,1
drug,diarrhea,1
flucytosine,diarrhea,1
perhexiline,papilledema,1
perhexiline,peripheral,1
perhexiline,neuropathy,1
maleate,papilledema,1
lithium,interstitial,1
lithium,proteinuria,1
ampicillin,diarrhea,1
dopa,cycling,1
digoxin,dilatation,1
l,mood,1
l,cycling,1
-,mood,1
-,cycling,1
dopa,mood,1
l,affective,1
digoxin,syndrome,1
l,disorder,1
l,manic,1
l,depressive,1
-,affective,1
-,disorder,1
-,manic,1
digoxin,left,1
digoxin,prolapse,1
vincristine,sensori,1
timolol,congestive,1
vincristine,neural,1
vincristine,hearing,1
vincristine,bilateral,1
vincristine,(,1
vincristine,viii,1
vincristine,),1
maleate,congestive,1
digoxin,leaflet,1
maleate,heart,1
maleate,failure,1
timolol,dyspnea,1
timolol,sinus,1
timolol,bradycardia,1
digoxin,mitral,1
disopyramide,syncope,1
drug,avt,1
isoniazid,failure,1
quinidine,avt,1
sulfate,sinus,1
sulfate,thrombosis,1
sulfate,lymphoblastic,1
sulfate,leukemia,1
prednisone,dural,1
prednisone,sinus,1
prednisone,thrombosis,1
prednisone,acute,1
prednisone,lymphoblastic,1
prednisone,leukemia,1
asparaginase,hypercoagulability,1
asparaginase,antithrombin,1
asparaginase,iii,1
prednisone,cushingoid,1
prednisone,features,1
sulfate,dural,1
vincristine,leukemia,1
vincristine,lymphoblastic,1
l,lymphocytic,1
rifampin,pulmonary,1
tolmetin,nephrotic,1
thiabendazole,jaundice,1
thiabendazole,sicca,1
thiabendazole,intrahepatic,1
l,intracranial,1
-,intracranial,1
vincristine,acute,1
-,lymphocytic,1
asparaginase,intracranial,1
asparaginase,lymphocytic,1
vincristine,dural,1
vincristine,sinus,1
vincristine,thrombosis,1
norpace,hypoglycemia,1
cefoxitin,failure,1
gentamicin,tubular,1
inhibitor,artery,1
converting,artery,1
converting,stenosis,1
enzyme,anuria,1
enzyme,artery,1
enzyme,stenosis,1
inhibitor,anuria,1
inhibitor,stenosis,1
-,stenosis,1
captopril,impairment,1
captopril,anuria,1
disopyramide,ventricular,1
disopyramide,tachycardia,1
quinidine,ventricular,1
quinidine,tachycardia,1
converting,anuria,1
-,anuria,1
gentamicin,necrosis,1
sodium,of,1
cefoxitin,tubular,1
cefoxitin,necrosis,1
cefoxitin,deterioration,1
cefoxitin,of,1
cefoxitin,function,1
sodium,deterioration,1
sodium,function,1
i,stenosis,1
angiotensin,anuria,1
angiotensin,artery,1
angiotensin,stenosis,1
i,anuria,1
i,renal,1
i,artery,1
vasopressin,skeletal,1
dcf,toxicity,1
clonidine,spinal,1
haloperidol,mutism,1
vinblastine,parietal,1
vinblastine,lobe,1
bleomycin,nondominant,1
bleomycin,parietal,1
bleomycin,lobe,1
propylthiouracil,thyrotoxicosis,1
ptu,skin,1
ptu,reaction,1
ptu,thyrotoxicosis,1
propylthiouracil,granulocytopenia,1
propylthiouracil,eosinophilia,1
pentobarbital,toxic,1
pentobarbital,encephalopathy,1
pentobarbital,irritability,1
pentobarbital,ataxia,1
vinblastine,nondominant,1
cisplatinum,syndrome,1
cisplatinum,lobe,1
dextrose,allergic,1
haloperidol,dyskinesia,1
phenothiazines,neuroleptic,1
phenothiazines,malignant,1
phenothiazines,extrapyramidal,1
phenothiazines,syndrome,1
chlorambucil,damage,1
salicylate,hepato,1
cisplatinum,parietal,1
salicylate,toxicity,1
salicylate,rheumatic,1
salicylate,fever,1
aspirin,anicteric,1
aspirin,hepatitis,1
cisplatinum,nondominant,1
pyrilamine,toxic,1
pyrilamine,encephalopathy,1
pyrilamine,irritability,1
cytarabine,visceral,1
c,herpesvirus,1
c,infection,1
c,leukemic,1
cytarabine,cutaneous,1
cytarabine,herpes,1
cytarabine,zoster,1
cytarabine,infections,1
-,herpesvirus,1
drug,lepromatous,1
drug,leprosy,1
clofazimine,lepromatous,1
clofazimine,leprosy,1
silver,leukopenia,1
sulfadiazine,leukopenia,1
-,leukemic,1
ara,leukemic,1
pyrilamine,ataxia,1
cytarabine,infection,1
maleate,toxic,1
maleate,encephalopathy,1
maleate,irritability,1
maleate,ataxia,1
d,optic,1
d,neuropathy,1
cytosine,herpesvirus,1
ara,infection,1
cytosine,infection,1
cytosine,leukemic,1
arabinoside,herpesvirus,1
arabinoside,infection,1
arabinoside,leukemic,1
ara,herpesvirus,1
haloperidol,tardive,1
haloperidol,rigidity,1
captopril,nephrotoxic,1
haloperidol,hyperpyrexia,1
bromocryptine,lost,1
bromocryptine,vision,1
formalin,acute,1
formalin,tubular,1
formalin,necrosis,1
sodium,metabolic,1
sodium,acidosis,1
bicarbonate,metabolic,1
bicarbonate,acidosis,1
formic,metabolic,1
formic,acidosis,1
dibenzoxazepine,galactorrhea,1
antidepressant,galactorrhea,1
amoxapine,galactorrhea,1
ibuprofen,weight,1
bromocryptine,syndrome,1
bromocryptine,galactorrhea,1
bromocryptine,-,1
thiazide,coma,1
methysergide,headaches,1
psoralens,squamous,1
psoralens,cell,1
psoralens,carcinoma,1
propranolol,hyperglycemia,1
thiazide,diabetic,1
diuretic,diabetic,1
bromocryptine,amenorrhea,1
diuretic,coma,1
acetazolamide,diabetic,1
aspirin,neck,1
aspirin,pain,1
clindamycin,pseudomembranous,1
clindamycin,leukaemic,1
ibuprofen,gain,1
ibuprofen,edema,1
ibuprofen,water,1
serine,psychotic,1
sulindac,disease,1
clinoril,systemic,1
clinoril,disease,1
sulindac,paresthesia,1
sulindac,peripheral,1
serine,symptom,1
serine,symptoms,1
sulindac,sensory,1
ergotamine,arteriospasm,1
ergot,arteriospasm,1
lithium,hyperpyrexia,1
lithium,mutism,1
lithium,tardive,1
haloperidol,toxicity,1
sulindac,systemic,1
ouabain,cardiomyopathy,1
ibuprofen,retention,1
allopurinol,deformities,1
phenylbutazone,water,1
phenylbutazone,retention,1
indomethacin,retention,1
allopurinol,hand,1
allopurinol,and,1
allopurinol,foot,1
amphotericin,delirium,1
drug,cardiomyopathy,1
b,delirium,1
amphotericin,neurotoxicity,1
b,neurotoxicity,1
doxorubicin,cardiotoxicity,1
digoxin,cardiotoxicity,1
digoxin,cardiomyopathy,1
prednisone,histoplasmosis,1
captopril,nonoliguric,1
dcf,ocular,1
thiomalate,vasomotor,1
tamoxifen,retinopathy,1
tamoxifen,toxic,1
d,gigantism,1
-,gigantism,1
penicillamine,gigantism,1
rifampicin,skin,1
rifampicin,lesions,1
rifampicin,pulmonary,1
antiarrhythmic,hyponatremia,1
lorcainide,siadh,1
hydrochlorothiazide,hypertension,1
lorcainide,hypoosmolality,1
sulfonylurea,intravascular,1
sulfonylurea,hemolysis,1
sulfonylurea,diabetic,1
clioquinol,enteropathica,1
clioquinol,acrodermatitis,1
disulfiram,damage,1
aurothiomalate,fever,1
auranofin,nephropathy,1
auranofin,pseudoproteinuria,1
tolmetin,nephropathy,1
sodium,fever,1
sodium,cough,1
sodium,rheumatoid,1
aurothiomalate,cough,1
disulfiram,liver,1
aurothiomalate,dyspnea,1
cyclophosphamide,interstitial,1
cyclophosphamide,respiratory,1
cyclophosphamide,insufficiency,1
cyclophosphamide,lung,1
cyclophosphamide,disease,1
chlorpropamide,acute,1
chlorpropamide,intravascular,1
chlorpropamide,hemolysis,1
busulfan,lung,1
busulfan,pulmonary,1
busulfan,toxicity,1
melphalan,interstitial,1
melphalan,lung,1
melphalan,fibrosis,1
busulfan,interstitial,1
busulfan,fibrosis,1
melphalan,pulmonary,1
cholestyramine,lethargy,1
cholestyramine,confusion,1
cholestyramine,drowsiness,1
cholestyramine,primary,1
cholestyramine,biliary,1
cholestyramine,cirrhosis,1
melphalan,toxicity,1
ccnu,leukemia,1
chlorpropamide,diabetic,1
propranolol,/,1
chlorpropamide,hemolytic,1
chlorpropamide,anemia,1
propranolol,intermittent,1
propranolol,angina,1
propranolol,abnormal,1
propranolol,2,1
propranolol,1,1
ccnu,myeloid,1
propranolol,conduction,1
propranolol,disorder,1
methylprednisolone,multiple,1
methylprednisolone,sclerosis,1
ccnu,toxicity,1
ccnu,chronic,1
thiomalate,reactions,1
sodium,vasomotor,1
captopril,renovascular,1
gold,vasomotor,1
-,gastric,1
fluorouracil,haemolytic,1
fluorouracil,uraemic,1
fluorouracil,gastric,1
fluorouracil,carcinoma,1
mitomycin,acute,1
mitomycin,toxicity,1
c,acute,1
5,renal,1
fluorouracil,renal,1
fluorouracil,toxicity,1
25,osteomalacia,1
-,osteomalacia,1
hydroxyvitain,osteomalacia,1
d3,osteomalacia,1
-,uraemic,1
-,haemolytic,1
5,gastric,1
cyclophosphamide,vomiting,1
drug,mania,1
fluoxetine,mania,1
fluoxetine,manic,1
fluoxetine,episode,1
cyclophosphamide,alopecia,1
cyclophosphamide,nausea,1
mitomycin,haemolytic,1
5,uraemic,1
mitomycin,uraemic,1
mitomycin,gastric,1
c,haemolytic,1
c,uraemic,1
c,gastric,1
5,haemolytic,1
cholestyramine,osteomalacia,1
metoprolol,tremor,1
lithium,affective,1
sodium,stroke,1
-,mal,1
cefoxitin,bacteremia,1
cefoxitin,granulomatous,1
cefoxitin,hepatitis,1
gold,stroke,1
gold,like,1
sodium,-,1
phenobarbitone,seizure,1
sodium,like,1
sodium,syndrome,1
thiomalate,stroke,1
thiomalate,-,1
thiomalate,like,1
thiomalate,syndrome,1
-,grand,1
phenobarbitone,mal,1
lithium,bronchospastic,1
carbonate,tremor,1
lithium,phenomena,1
carbonate,bipolar,1
carbonate,affective,1
carbonate,disorder,1
carbonate,bronchospastic,1
carbonate,phenomena,1
diazepam,seizures,1
phenobarbitone,grand,1
phenytoin,post,1
phenytoin,traumatic,1
phenytoin,epilepsy,1
phenytoin,neurological,1
phenytoin,deficit,1
phenytoin,damaged,1
dopa,affective,1
dopa,disorder,1
dopa,manic,1
phenytoin,line,1
chemotherapy,disturbances,1
chemotherapy,osteogenic,1
methotrexate,neurological,1
methotrexate,disturbances,1
methotrexate,osteogenic,1
methotrexate,sarcoma,1
danazol,hepatocellular,1
acyclovir,symptom,1
acyclovir,neurologic,1
acyclovir,symptoms,1
acyclovir,viral,1
acyclovir,infection,1
acyclovir,systemic,1
acyclovir,disease,1
metronidazole,abscess,1
chemotherapy,neurological,1
leucovorin,consciousness,1
leucovorin,altered,1
chemotherapy,abnormalities,1
phenytoin,abnormalities,1
phenytoin,stem,1
phenytoin,compression,1
phenytoin,craniocervical,1
phenytoin,abnormality,1
chemotherapy,neurologic,1
methotrexate,neurologic,1
leucovorin,dysarthria,1
mtx,neurologic,1
mtx,abnormalities,1
mtx,hemiparesis,1
mtx,dysarthria,1
mtx,altered,1
leucovorin,hemiparesis,1
metronidazole,of,1
metronidazole,the,1
metronidazole,spleen,1
nortriptyline,seizures,1
ifn,diseases,1
insulin,ketonuria,1
antiepileptic,symptom,1
antiepileptic,hypersensitivity,1
antiepileptic,syndrome,1
nortriptyline,hypotension,1
nortriptyline,overdose,1
phenylpropanolamine,methemoglobinemia,1
methotrexate,infection,1
methotrexate,opportunistic,1
methotrexate,infections,1
chemotherapy,increase,1
chemotherapy,inr,1
levamisole,increase,1
ifn,iddm,1
steroid,dermatitis,1
metronidazole,neurotoxicity,1
d,veno,1
actinomycin,hepatic,1
actinomycin,veno,1
