Drug,Symptom,Count
phosphate,chb,1
ara,ten,1
chlorpropamide,anemia,1
chlorpropamide,hemolytic,1
c,ten,1
chlorpropamide,diabetic,1
chlorpropamide,hemolysis,1
norpace,right,1
chlorpropamide,intravascular,1
chlorpropamide,acute,1
norpace,bundle,1
norpace,branch,1
sulfonylurea,diabetic,1
drug,proconvulsive,1
phosphate,right,1
c,sepsis,1
c,necrosis,1
[cls],a,1
-,bullous,1
propranolol,disorder,1
propranolol,conduction,1
drug,conduction,1
converting,artery,1
viia,mi,1
[cls],conduction,1
converting,anuria,1
factor,mi,1
factor,bleeding,1
propranolol,1,1
propranolol,/,1
propranolol,2,1
propranolol,abnormal,1
[cls],/,1
propranolol,intermittent,1
disopyramide,contractions,1
[cls],rhythm,1
[cls],abnormal,1
gabapentin,hypomanic,1
propranolol,angina,1
propranolol,),1
-,death,1
disopyramide,chb,1
-,stenosis,1
-,anuria,1
c,bullous,1
c,lesions,1
propranolol,(,1
recombinant,mi,1
enoxaparin,urticarial,1
lansoprazole,edema,1
serine,psychotic,1
vincristine,cord,1
isotretinoin,corticospinal,1
isotretinoin,tracts,1
amphotercin,seizures,1
allopurinol,syndrome,1
e2,[cls],1
e2,symptom,1
amphotercin,symptom,1
amphotercin,[cls],1
vincristine,spinal,1
vincristine,astrocytoma,1
isotretinoin,neuro,1
vincristine,optic,1
b,mal,1
vincristine,toxicity,1
b,grand,1
amphotericin,mal,1
niacin,toxic,1
amphotericin,grand,1
salsalate,pain,1
salsalate,arthritic,1
isotretinoin,abnormalities,1
isotretinoin,verm,1
drug,spider,1
lorazepam,tonic,1
valproate,hepatopathy,1
[cls],hepatopathy,1
drug,lennox,1
drug,gastaut,1
lorazepam,lennox,1
lorazepam,-,1
lorazepam,gastaut,1
lorazepam,syndrome,1
amphotericin,activity,1
methylprednisolone,atrial,1
isotretinoin,cerebellar,1
methylprednisolone,fibrillation,1
drug,agenesis,1
drug,verm,1
drug,neuro,1
drug,corticospinal,1
drug,tracts,1
isotretinoin,agenesis,1
amphotericin,seizure,1
didanosine,seizures,1
drug,arthritic,1
drug,bite,1
growth,jakob,1
ltg,encephalopathy,1
ltg,stuporous,1
antibiotics,seizures,1
lamotrigine,overdose,1
lamotrigine,stuporous,1
drug,stuporous,1
[cls],stuporous,1
streptokinase,ischaemic,1
streptokinase,cerebrovascular,1
streptokinase,accident,1
drug,thrombo,1
valproic,overdose,1
drug,embolic,1
streptokinase,thrombo,1
streptokinase,-,1
streptokinase,embolic,1
streptokinase,complication,1
doxycycline,renal,1
doxycycline,hypophosphatemia,1
drug,hypopituitarism,1
growth,creutzfeldt,1
valproic,stuporous,1
antagonist,vasculitis,1
dapsone,spider,1
olanzapine,death,1
dapsone,bite,1
dapsone,fever,1
dapsone,headache,1
dapsone,nausea,1
dapsone,vomiting,1
dapsone,lymphadenopathy,1
dapsone,hemolysis,1
salsalate,drug,1
olanzapine,intoxication,1
lamotrigine,encephalopathy,1
antagonist,cutaneous,1
lamotrigine,poisoning,1
vpa,overdose,1
[cls],acquired,1
[cls],immunodeficiency,1
vpa,stuporous,1
acid,overdose,1
acid,stuporous,1
calcium,cutaneous,1
calcium,vasculitis,1
sodium,hepatopathy,1
b,seizure,1
b,activity,1
hormone,infantile,1
cisplatin,tonic,1
cisplatin,clonic,1
antiglaucoma,[cls],1
adrenocorticotropic,[cls],1
adrenocorticotropic,symptom,1
adrenocorticotropic,hyperkalemia,1
adrenocorticotropic,infantile,1
adrenocorticotropic,spasms,1
hormone,hyperkalemia,1
hormone,spasms,1
adriamycin,seizures,1
dipivefrin,cicatricial,1
drug,cicatricial,1
acth,infantile,1
acth,spasms,1
drug,overkill,1
drug,shower,1
drug,hyper,1
drug,uricaemia,1
drug,hyperphosphataemia,1
cisplatin,epilepsy,1
adriamycin,clonic,1
sodium,camptocormia,1
-,ossification,1
drug,ossification,1
drug,arachnoid,1
depo,calcification,1
depo,ossification,1
depo,of,1
depo,the,1
depo,spinal,1
depo,arachnoid,1
-,calcification,1
antiglaucoma,symptom,1
adriamycin,-,1
-,arachnoid,1
medrol,calcification,1
medrol,ossification,1
medrol,of,1
medrol,the,1
medrol,spinal,1
medrol,arachnoid,1
adriamycin,epilepsy,1
adriamycin,tonic,1
methotrexate,tumour,1
methotrexate,overkill,1
methotrexate,phosphate,1
acid,hyperphosphataemia,1
folinic,acute,1
folinic,renal,1
folinic,impairment,1
acid,tumour,1
acid,overkill,1
acid,shower,1
acid,hyper,1
acid,uricaemia,1
acid,hyperkalaemia,1
acid,tetany,1
methotrexate,shower,1
acid,impairment,1
[cls],camptocormia,1
drug,astatic,1
drug,posture,1
valproate,mentally,1
valproate,retarded,1
valproate,myoclonic,1
valproate,astatic,1
valproate,posture,1
folinic,acidosis,1
folinic,metabolic,1
folinic,tetany,1
folinic,hypocalcaemia,1
methotrexate,hyper,1
methotrexate,uricaemia,1
methotrexate,hyperkalaemia,1
methotrexate,hyperphosphataemia,1
methotrexate,hypocalcaemia,1
methotrexate,tetany,1
methotrexate,metabolic,1
methotrexate,acidosis,1
methotrexate,impairment,1
folinic,tumour,1
folinic,overkill,1
folinic,phosphate,1
folinic,shower,1
folinic,syndrome,1
folinic,hyper,1
folinic,-,1
folinic,uricaemia,1
folinic,hyperkalaemia,1
folinic,hyperphosphataemia,1
growth,-,1
growth,disease,1
serine,symptom,1
5,pulmonary,1
fluorouracil,adverse,1
d,hemoptysis,1
fluorouracil,pulmonary,1
-,hemoptysis,1
-,adverse,1
penicillamine,hemoptysis,1
5,reaction,1
5,adverse,1
gold,pneumonitis,1
oxaliplatinum,reaction,1
drug,mediastinitis,1
salt,pneumonitis,1
oxaliplatinum,adverse,1
oxaliplatinum,pulmonary,1
chemotherapy,reaction,1
chemotherapy,adverse,1
gold,abnormalities,1
salts,rheumatoid,1
salts,arthritis,1
fluorouracil,rectum,1
drug,oliguric,1
drug,suppurative,1
corticosteroid,rheumatoid,1
halothane,symptom,1
drug,orgasm,1
desipramine,without,1
desipramine,orgasm,1
[cls],myoclonic,1
[cls],spasms,1
morphine,myoclonic,1
morphine,spasms,1
drug,obesity,1
halothane,[cls],1
halothane,hepatitis,1
cisplatin,tarda,1
halothane,obesity,1
methionine,[cls],1
methionine,symptom,1
methionine,hepatitis,1
accutane,nodular,1
accutane,recalcitrant,1
drug,recalcitrant,1
cisplatin,porphyria,1
cisplatin,cutanea,1
salts,abnormalities,1
corticosteroid,arthritis,1
hormone,creutzfeldt,1
razoxane,hallopeau,1
gentamicin,lesion,1
gentamicin,retinal,1
gentamicin,toxic,1
drug,hallopeau,1
drug,lip,1
razoxane,[cls],1
razoxane,symptom,1
razoxane,acral,1
razoxane,psoriasis,1
razoxane,lesions,1
gentamicin,infarction,1
razoxane,-,1
razoxane,cell,1
razoxane,lymphoma,1
razoxane,of,1
razoxane,the,1
razoxane,lip,1
5,rectum,1
gold,hypogammaglobulinemia,1
sodium,leucopenia,1
gentamicin,endophthalmitis,1
-,lymphopenia,1
corticosteroid,abnormalities,1
6,leukemia,1
gold,aplastic,1
gold,anemia,1
salt,rheumatoid,1
salt,arthritis,1
salt,aplastic,1
salt,anemia,1
6,myelotoxicity,1
6,acute,1
6,lymphoblastic,1
-,myelotoxicity,1
-,rectum,1
mercaptopurine,[cls],1
mercaptopurine,symptom,1
mercaptopurine,myelotoxicity,1
mercaptopurine,acute,1
mercaptopurine,lymphoblastic,1
mercaptopurine,leukemia,1
cytarabine,cerebellar,1
fluorouracil,lymphopenia,1
fluorouracil,diarrhoea,1
pranlukast,pneumonitis,1
pranlukast,fever,1
ono,[cls],1
dyazide,blood,1
nadolol,blood,1
nadolol,pressure,1
dyazide,[cls],1
dyazide,symptom,1
indinavir,colicky,1
dyazide,hay,1
dyazide,fever,1
dyazide,urticaria,1
dyazide,high,1
dyazide,pressure,1
nadolol,urticaria,1
drug,pemphigoid,1
drug,colicky,1
timolol,ocular,1
timolol,pemphigoid,1
[cls],testicular,1
[cls],colicky,1
receptor,pneumonia,1
receptor,interstitial,1
leukotriene,pneumonia,1
nadolol,high,1
nadolol,fever,1
[cls],anhedonic,1
[cls],high,1
hormone,-,1
hormone,jakob,1
hormone,disease,1
rofecoxib,psoriatic,1
indinavir,nephrotoxicity,1
[cls],papillary,1
protease,necrosis,1
protease,papillary,1
[cls],hay,1
drug,hay,1
nadolol,hay,1
captopril,hay,1
captopril,fever,1
captopril,urticaria,1
captopril,high,1
captopril,blood,1
captopril,pressure,1
nadolol,[cls],1
nadolol,symptom,1
indinavir,pain,1
leukotriene,interstitial,1
pranlukast,pneumonia,1
cyclosporine,proteinuria,1
pantothenic,reye,1
calcium,deficiency,1
ono,pneumonia,1
ono,interstitial,1
ono,symptom,1
hopantenate,pantothenic,1
hopantenate,acid,1
hopantenate,deficiency,1
pantothenic,[cls],1
pantothenic,symptom,1
pantothenic,-,1
a,proteinuria,1
pantothenic,like,1
pantothenic,syndrome,1
acid,reye,1
antagonist,reye,1
antagonist,-,1
antagonist,like,1
antagonist,syndrome,1
morphine,dyspnea,1
sulfate,dyspnea,1
calcium,acid,1
calcium,pantothenic,1
1078,[cls],1
1078,symptom,1
1078,pneumonia,1
cyclosporine,tubulointerstitial,1
cyclosporine,renal,1
cyclosporine,disease,1
a,systemic,1
a,lupus,1
a,erythematosus,1
a,tubulointerstitial,1
a,renal,1
a,disease,1
propylthiouracil,proximal,1
propylthiouracil,muscle,1
propylthiouracil,weakness,1
propylthiouracil,polymyositis,1
drug,cardiopulmonary,1
phenytoin,cardiopulmonary,1
phenytoin,arrest,1
1078,interstitial,1
drug,pantothenic,1
drug,calcification,1
medrol,paraparesis,1
medrol,spastic,1
puva,psoriasis,1
cyclophosphamide,myelocytic,1
methotrexate,myelocytic,1
5,myelocytic,1
5,leukemia,1
fluorouracil,myelocytic,1
fluorouracil,leukemia,1
ibuprofen,gastrointestinal,1
ibuprofen,adverse,1
ibuprofen,reactions,1
puva,dermatitis,1
haloperidol,emergent,1
puva,contact,1
puva,allergic,1
puva,systemic,1
puva,symptom,1
puva,[cls],1
cytarabine,central,1
cytarabine,nervous,1
cytarabine,system,1
methotrexate,central,1
[cls],myelocytic,1
haloperidol,withdrawal,1
methotrexate,system,1
benztropine,abuse,1
[cls],johnson,1
[cls],stevens,1
quetiapine,granulocytopenia,1
benztropine,distention,1
benztropine,pain,1
[cls],torsades,1
[cls],pointe,1
benztropine,abdominal,1
benztropine,confusion,1
morphine,haemolytic,1
drug,emergent,1
morphine,uraemic,1
morphine,syndrome,1
benztropine,symptom,1
rifampin,hepatitis,1
benztropine,[cls],1
drug,distention,1
drug,abuse,1
rifampin,hemolytic,1
rifampin,anemia,1
methotrexate,nervous,1
mop,psoriasis,1
medrol,sclerosis,1
flunitrazepam,panic,1
iodine,ait,1
chlorambucil,myelogenous,1
methoxypsoralen,allergic,1
chlorambucil,aml,1
methoxypsoralen,systemic,1
etizolam,[cls],1
etizolam,panic,1
etizolam,anxiety,1
etizolam,depressive,1
flunitrazepam,anxiety,1
radioactive,ait,1
flunitrazepam,depressive,1
mianserin,depressive,1
vincristine,deformity,1
ara,neurological,1
vincristine,cavus,1
ara,paresthesias,1
-,neurological,1
-,paresthesias,1
c,neurological,1
iodine,thyrotoxicosis,1
radioactive,thyrotoxicosis,1
ara,lymphocytic,1
c,leukoencephalopathy,1
8,psoriasis,1
ara,leukoencephalopathy,1
=,[cls],1
=,symptom,1
=,acute,1
=,lymphocytic,1
=,leukemia,1
=,leukoencephalopathy,1
c,lymphocytic,1
methotrexate,lymphocytic,1
radioactive,symptom,1
chemotherapy,lymphocytic,1
chemotherapy,leukoencephalopathy,1
dexamethasone,thyrotoxicosis,1
dexamethasone,ait,1
methoxypsoralen,dermatitis,1
thionamide,ait,1
methoxypsoralen,contact,1
lithium,ait,1
radioactive,[cls],1
ofloxacin,stevens,1
ofloxacin,-,1
ofloxacin,johnson,1
arabinoside,nerve,1
g,papular,1
g,cyclic,1
g,fibrosis,1
g,cystic,1
drug,neutrophilia,1
drug,cyclic,1
csf,nodules,1
cytosine,nerve,1
cytosine,dysfunction,1
arabinoside,dysfunction,1
g,fever,1
csf,inflammatory,1
cytosine,nervous,1
cytosine,system,1
cytosine,disturbances,1
arabinoside,nervous,1
arabinoside,system,1
arabinoside,disturbances,1
[cls],horner,1
[cls],demyelinating,1
g,eruption,1
g,neutrophilia,1
ofloxacin,syndrome,1
csf,cyclic,1
bleomycin,immune,1
bleomycin,deficiency,1
stimulating,dermatoses,1
colony,dermatoses,1
granulocyte,dermatoses,1
csf,neutrophilia,1
csf,fever,1
csf,eruption,1
csf,papular,1
csf,fibrosis,1
-,cyclic,1
adrenergic,akathisia,1
propranolol,akathisia,1
csf,cystic,1
fluoxetine,major,1
-,neutrophilia,1
fluoxetine,anxiety,1
neuroleptic,anxiety,1
-,eruption,1
-,papular,1
csf,chronic,1
-,nodules,1
g,nodules,1
asparaginase,hyperglycemia,1
clofazimine,erythema,1
clofazimine,nodosum,1
clofazimine,leprosum,1
clofazimine,discoloration,1
clofazimine,of,1
clofazimine,plate,1
clofazimine,subungual,1
clofazimine,hyperkeratosis,1
clofazimine,onycholysis,1
angiotensin,asthma,1
metoclopramide,renal,1
converting,asthma,1
enzyme,asthma,1
ace,asthma,1
inhibitor,asthma,1
cisplatin,tma,1
bleomycin,tma,1
ofloxacin,epididymitis,1
drug,varices,1
drug,epididymitis,1
drug,hyperkeratosis,1
drug,subungual,1
drug,plate,1
drug,leprosum,1
metoclopramide,failure,1
[cls],arterial,1
[cls],overdosage,1
ergotamine,stroke,1
ergotamine,arterial,1
ergotamine,spasm,1
ergotamine,overdosage,1
ergotamine,thrombosis,1
cyclophosphamide,hyponatraemia,1
indomethacin,hyponatraemia,1
indomethacin,multiple,1
indomethacin,myeloma,1
g,inflammatory,1
indomethacin,intoxication,1
cyclophosphamide,water,1
cyclophosphamide,intoxication,1
g,chronic,1
clofazimine,changes,1
drug,nodosum,1
vincristine,pes,1
c,paresthesias,1
[cls],paraplegia,1
chemotherapy,inappropriate,1
cddp,adenocarcinoma,1
cddp,pulmonary,1
ethambutol,impaired,1
ethambutol,function,1
chemotherapy,siadh,1
chemotherapy,hormone,1
nifedipine,dysphagia,1
chemotherapy,antidiuretic,1
chemotherapy,secretion,1
chemotherapy,adenocarcinoma,1
[cls],neuropathies,1
cisplatin,effusion,1
cisplatin,pleural,1
cisplatin,adh,1
decadron,visual,1
decadron,impairment,1
drug,adh,1
decadron,nausea,1
cisplatin,visual,1
cisplatin,impairment,1
cddp,syndrome,1
fudr,toxicity,1
cddp,hormone,1
vancomycin,and,1
vancomycin,malar,1
vancomycin,rash,1
vancomycin,pain,1
vancomycin,erythema,1
cddp,secretion,1
vancomycin,the,1
vancomycin,cartilage,1
vancomycin,both,1
vancomycin,erythematous,1
vancomycin,hemorrhagic,1
fudr,neurologic,1
vancomycin,lesions,1
cddp,inappropriate,1
drug,sensitivity,1
isotretinoin,cystic,1
isotretinoin,vision,1
isotretinoin,glare,1
isotretinoin,sensitivity,1
fudr,[cls],1
fudr,symptom,1
cisplatin,cataracts,1
cisplatin,nausea,1
decadron,vomiting,1
dipivefrin,cicatrical,1
-,red,1
trimoxazole,red,1
trimoxazole,cell,1
sulphasalazine,lymphadenopathy,1
sulphasalazine,fever,1
sulphasalazine,dermatitis,1
isoniazid,ocular,1
isoniazid,toxicity,1
drug,spastic,1
drug,cicatrical,1
dexamethasone,vomiting,1
depo,multiple,1
depo,sclerosis,1
depo,spastic,1
depo,paraparesis,1
-,spastic,1
-,paraparesis,1
drugs,entropion,1
antiglaucoma,entropion,1
medrol,multiple,1
co,cell,1
co,red,1
trimoxazole,leukaemia,1
sulphasalazine,hepatitis,1
cisplatin,vomiting,1
[cls],iga,1
phenytoin,iga,1
phenytoin,deficiency,1
chloral,[cls],1
chloral,symptom,1
chloral,cardiac,1
chloral,arrhythmias,1
chloral,overdosage,1
hydrate,[cls],1
hydrate,symptom,1
hydrate,cardiac,1
hydrate,arrhythmias,1
hydrate,overdosage,1
cbdca,siadh,1
carboplatin,siadh,1
co,leukaemia,1
-,leukaemia,1
drug,symptomazine,1
cddp,antidiuretic,1
vindesine,[cls],1
vincristine,areflexia,1
neuroleptic,psychotic,1
diazepam,delirium,1
[cls],hmsn,1
vincristine,type,1
vincristine,sensory,1
vincristine,and,1
drug,decompensations,1
amantadine,psychotic,1
amantadine,decompensations,1
vincristine,hereditary,1
neuroleptic,decompensations,1
alprazolam,withdrawal,1
neuroleptic,schizophrenic,1
medication,psychotic,1
medication,decompensations,1
medication,schizophrenic,1
amantadine,psychosis,1
amantadine,schizophrenia,1
chlorpromazine,parkinson,1
chlorpromazine,',1
chlorpromazine,s,1
alprazolam,delirium,1
alprazolam,delirious,1
vancomycin,staphylococcal,1
dexamethasone,hypoadrenalism,1
drug,deformity,1
arabinoside,myelogenous,1
ara,paraplegia,1
ara,myelogenous,1
-,paraplegia,1
c,paraplegia,1
c,myelogenous,1
drug,hypoadrenalism,1
drug,ddd,1
dexamethasone,ddd,1
lithium,episodes,1
drug,cavus,1
drug,pes,1
[cls],deformity,1
alprazolam,bipolar,1
[cls],cavus,1
alprazolam,manic,1
alprazolam,episodes,1
[cls],pes,1
[cls],areflexia,1
chlorpromazine,disease,1
[cls],joint,1
sulfasalazine,serositis,1
vindesine,inappropriate,1
vindesine,siadh,1
vindesine,hormone,1
thyroxine,leukopenia,1
thyroxine,hashimoto,1
thyroxine,',1
thyroxine,s,1
thyroxine,disease,1
vindesine,antidiuretic,1
vindesine,secretion,1
ampicillin,acute,1
sulfasalazine,joint,1
vindesine,syndrome,1
vindesine,adenocarcinoma,1
ampicillin,eosinophilia,1
ampicillin,skin,1
vindesine,pulmonary,1
vindesine,symptom,1
drug,malar,1
drug,cartilage,1
drug,both,1
vds,pulmonary,1
vds,adenocarcinoma,1
vds,syndrome,1
vds,inappropriate,1
sulfasalazine,symptoms,1
sulfasalazine,pneumonitis,1
sulfasalazine,pleural,1
sulfasalazine,effusions,1
sulfasalazine,cardiac,1
sulfasalazine,tamponade,1
sulfasalazine,chronic,1
sulfasalazine,erythematosus,1
[cls],sensory,1
[cls],hereditary,1
lorazepam,epilepticus,1
[cls],anisocoria,1
opioid,anisocoria,1
opioid,symptom,1
opioid,[cls],1
vds,hormone,1
thyroxine,acute,1
vds,antidiuretic,1
vds,secretion,1
sodium,thrombocytopenia,1
nitroprusside,[cls],1
nitroprusside,symptom,1
propranolol,blood,1
diltiazem,fibrillation,1
diltiazem,syncope,1
verapamil,fibrillation,1
verapamil,syncope,1
drug,dysthyroidism,1
amiodarone,dysthyroidism,1
[cls],increase,1
propranolol,increase,1
propranolol,in,1
propranolol,pressure,1
[cls],rs,1
valacyclovir,infection,1
valacyclovir,zoster,1
valacyclovir,cutaneous,1
valacyclovir,failure,1
valacyclovir,renal,1
pantoprazole,diseases,1
fenclofenac,seropositive,1
pantoprazole,acid,1
pantoprazole,peptic,1
diltiazem,atrial,1
aspirin,syndrome,1
lansoprazole,acid,1
[cls],mental,1
pyridoxine,hypotonia,1
oxacillin,cholestasis,1
oxacillin,osteomyelitis,1
oxacillin,cholestatic,1
oxacillin,jaundice,1
cyproterone,cancer,1
tryptophan,pellagra,1
niacin,pellagra,1
isoniazid,encephalopathy,1
isoniazid,mental,1
aspirin,reye,1
isoniazid,",",1
isoniazid,neurological,1
isoniazid,or,1
isoniazid,gastrointestinal,1
isoniazid,dermatitis,1
drug,illnesses,1
aspirin,systemic,1
aspirin,inflammatory,1
aspirin,illnesses,1
lansoprazole,diseases,1
aurothiomalate,iga,1
antibiotic,spinal,1
emetic,[cls],1
desferrioxamine,cerebral,1
desferrioxamine,and,1
desferrioxamine,ocular,1
desferrioxamine,toxicity,1
[cls],lost,1
pump,diseases,1
anti,lost,1
anti,consciousness,1
-,lost,1
emetic,symptom,1
imipramine,coma,1
emetic,lost,1
emetic,consciousness,1
prochlorperazine,lost,1
prochlorperazine,consciousness,1
[cls],retinal,1
[cls],problems,1
drug,problems,1
prochlorperazine,retinal,1
prochlorperazine,problems,1
inhibitors,peptic,1
imipramine,symptom,1
aurothiomalate,deficiency,1
trazodone,disease,1
sulphasalazine,iga,1
sulphasalazine,deficiency,1
lithium,cardiovascular,1
lansoprazole,peptic,1
lithium,movement,1
antiinflammatory,rheumatoid,1
trazodone,bipolar,1
omeprazole,diseases,1
trazodone,cardiovascular,1
omeprazole,acid,1
imipramine,[cls],1
[cls],involuntary,1
drug,involuntary,1
trazodone,involuntary,1
trazodone,movements,1
omeprazole,peptic,1
benzodiazepine,toxicity,1
inhibitors,diseases,1
inhibitors,acid,1
alcohol,coma,1
pyridoxine,convulsions,1
drug,hypotonia,1
insulin,disease,1
androgen,of,1
amiodarone,atrioventricular,1
androgen,femoral,1
amiodarone,bilateral,1
amiodarone,bundle,1
amiodarone,branch,1
ampicillin,autoimmune,1
androgen,the,1
ampicillin,weakness,1
sodium,weakness,1
androgen,adenocarcinoma,1
androgen,avascular,1
steroids,ulcer,1
steroids,asthma,1
[cls],asthmaticus,1
[cls],perforated,1
drug,perforated,1
theophylline,status,1
theophylline,asthmaticus,1
theophylline,perforated,1
theophylline,gastric,1
androgen,head,1
androgen,necrosis,1
insulin,heart,1
sulfamethoxazole,cord,1
antibiotic,injury,1
methadone,-,1
trimethoprim,spinal,1
trimethoprim,cord,1
trimethoprim,injury,1
ticlopidine,colitis,1
-,cord,1
ticlopidine,lymphocytic,1
sulfamethoxazole,spinal,1
sulfamethoxazole,injury,1
cyproterone,adenocarcinoma,1
ticlopidine,symptoms,1
vasopressin,abdominal,1
vasopressin,pain,1
vasopressin,collapse,1
levofloxacin,arrhythmias,1
cis,ototoxicity,1
-,ototoxicity,1
platinum,ototoxicity,1
acetate,adenocarcinoma,1
prednisone,status,1
prednisone,asthmaticus,1
prednisone,perforated,1
amiodarone,pleural,1
anti,femoral,1
hydrochlorothiazide,photosensitivity,1
anti,prostate,1
anti,the,1
anti,of,1
verapamil,hemodynamic,1
verapamil,congestive,1
verapamil,failure,1
anti,adenocarcinoma,1
steroidal,necrosis,1
prednisone,gastric,1
amiodarone,pericardial,1
amiodarone,effusion,1
steroidal,avascular,1
steroidal,head,1
steroidal,femoral,1
steroidal,prostate,1
steroidal,the,1
steroidal,of,1
steroidal,adenocarcinoma,1
anti,head,1
anti,avascular,1
[cls],photosensitivity,1
diamorphine,ischaemia,1
prednisone,ulcer,1
-,avascular,1
-,head,1
-,femoral,1
-,prostate,1
anti,necrosis,1
nifedipine,hypotension,1
nifedipine,sinus,1
nifedipine,arrest,1
nifedipine,pulmonary,1
nifedipine,hypertension,1
drug,oedematous,1
diamorphine,painful,1
diamorphine,",",1
diamorphine,oedematous,1
methylphenidate,painful,1
methylphenidate,",",1
methylphenidate,oedematous,1
methylphenidate,ischaemia,1
desferrioxamine,retinal,1
desferrioxamine,problems,1
gold,glomerulopathy,1
dibenzoxazepine,[cls],1
fludarabine,aspergillus,1
sodium,metabolic,1
sodium,acidosis,1
bicarbonate,metabolic,1
bicarbonate,acidosis,1
formic,[cls],1
formic,symptom,1
formic,metabolic,1
formic,acidosis,1
dibenzoxazepine,symptom,1
fludarabine,the,1
dibenzoxazepine,galactorrhea,1
antidepressant,galactorrhea,1
amoxapine,galactorrhea,1
ibuprofen,weight,1
ibuprofen,gain,1
ibuprofen,edema,1
[cls],water,1
[cls],retention,1
ibuprofen,water,1
fludarabine,of,1
formalin,necrosis,1
drug,personality,1
clindamycin,leukaemic,1
drug,borderline,1
[cls],neck,1
aspirin,neck,1
aspirin,pain,1
drug,leukaemic,1
[cls],personality,1
[cls],borderline,1
clindamycin,pseudomembranous,1
fludarabine,joint,1
fludarabine,knee,1
formalin,tubular,1
bromocryptine,[cls],1
bromocryptine,symptom,1
bromocryptine,amenorrhea,1
bromocryptine,-,1
bromocryptine,galactorrhea,1
bromocryptine,syndrome,1
bromocryptine,lost,1
bromocryptine,vision,1
formalin,acute,1
ibuprofen,retention,1
phenylbutazone,water,1
phenylbutazone,retention,1
clinoril,disease,1
cibenzoline,symptom,1
cibenzoline,[cls],1
sulindac,sensory,1
drug,blurred,1
sulindac,systemic,1
sulindac,disease,1
clinoril,[cls],1
clinoril,symptom,1
clinoril,systemic,1
nonsteroidal,systemic,1
indomethacin,retention,1
nonsteroidal,disease,1
anti,systemic,1
inflammatory,systemic,1
inflammatory,disease,1
agent,systemic,1
drug,paresthesia,1
sulindac,paresthesia,1
sulindac,peripheral,1
serine,[cls],1
digoxin,cardiotoxicity,1
doxorubicin,cardiotoxicity,1
cibenzoline,renal,1
cibenzoline,impairment,1
drug,deformities,1
drug,aspergillus,1
allopurinol,hand,1
allopurinol,and,1
allopurinol,foot,1
allopurinol,deformities,1
cibenzoline,intoxication,1
cibenzoline,failure,1
[cls],coccidioidal,1
drug,coccidioidal,1
amphotericin,coccidioidal,1
amphotericin,delirium,1
b,coccidioidal,1
b,delirium,1
amphotericin,neurotoxicity,1
b,neurotoxicity,1
cibenzoline,cardiac,1
cibenzoline,vision,1
cibenzoline,blurred,1
insulin,glaucoma,1
insulin,nephropathy,1
gold,renal,1
adenine,hyponatremia,1
methotrexate,blood,1
proton,diseases,1
proton,acid,1
adenine,disseminated,1
adenine,herpes,1
adenine,zoster,1
adenine,syndrome,1
adenine,of,1
proton,peptic,1
arabinoside,disseminated,1
methotrexate,granulomas,1
arabinoside,herpes,1
arabinoside,zoster,1
arabinoside,of,1
arabinoside,hyponatremia,1
methotrexate,nausea,1
methotrexate,abdominal,1
methotrexate,neutropenia,1
methotrexate,pruritus,1
carbamazepine,brain,1
methotrexate,peripheral,1
pump,peptic,1
fluvoxamine,borderline,1
intralipid,fat,1
gold,disease,1
gold,proteinuria,1
drug,fat,1
fat,[cls],1
fat,symptom,1
fat,fat,1
fat,embolism,1
intralipid,[cls],1
intralipid,symptom,1
intralipid,embolism,1
drug,granulomas,1
pump,acid,1
[cls],hamman,1
[cls],rich,1
drug,hamman,1
drug,rich,1
methotrexate,hamman,1
methotrexate,rich,1
methotrexate,hepatotoxicity,1
[cls],granulomas,1
carbamazepine,damaged,1
dopamine,dystonia,1
drug,opisthotonus,1
psoralens,mycosis,1
methysergide,migraine,1
methysergide,headaches,1
antimoniate,[cls],1
[cls],multiforme,1
[cls],bullosum,1
drug,mycosis,1
drug,fungoides,1
psoralens,[cls],1
meglumine,[cls],1
psoralens,fungoides,1
carbamazepine,opisthotonus,1
psoralens,squamous,1
psoralens,cell,1
psoralens,carcinoma,1
propranolol,hyperglycemia,1
fluvoxamine,personality,1
thiazide,diabetic,1
thiazide,coma,1
diuretic,diabetic,1
diuretic,coma,1
maleate,insufficiency,1
maleate,arterial,1
maleate,extremity,1
maleate,lower,1
methazolamide,glaucoma,1
acetazolamide,aplastic,1
acetazolamide,anemia,1
drug,basal,1
drug,epithelioma,1
5,squamous,1
5,basal,1
5,epithelioma,1
-,squamous,1
-,basal,1
-,epithelioma,1
fu,squamous,1
fu,carcinoma,1
fu,basal,1
fu,epithelioma,1
methysergide,lower,1
methysergide,extremity,1
methysergide,arterial,1
methysergide,insufficiency,1
antibiotic,cord,1
antibiotic,pseudomembranous,1
nitroprusside,leucopenia,1
prazosin,stroke,1
nifedipine,arterial,1
nifedipine,hypertensive,1
taxol,carcinoma,1
drug,proprioception,1
paclitaxel,carcinoma,1
taxol,toxicity,1
taxol,neuropathy,1
taxol,peripheral,1
prazosin,hemorrhagic,1
drug,embolus,1
taxol,loss,1
streptokinase,embolus,1
streptokinase,acute,1
taxol,cancer,1
streptokinase,embolism,1
digoxin,poisoning,1
gemcitabine,herpetiform,1
gemcitabine,",",1
drug,face,1
drug,herpetiform,1
taxol,pain,1
taxol,of,1
gemcitabine,cutaneous,1
